x z1 z2 p1 p2 r1 r2
8.0100000000 0.6459570039 0.2566526982 -0.5851490159 -0.2228338052 1.5578499492 0.5111193649
8.0200000000 0.6179704271 0.2368510739 -0.5305717623 -0.1897521854 1.5777323770 0.4919686265
8.0300000000 0.6153289598 0.2335830901 -0.5056717040 -0.1668775509 1.5911363207 0.4663639283
8.0400000000 0.6283520202 0.2366734827 -0.4531324492 -0.1295144868 1.6019605236 0.4382829409
8.0500000000 0.6245898962 0.2277958441 -0.3915887491 -0.0906015227 1.6020694646 0.4009937069
8.0600000000 0.6165352512 0.2167243215 -0.3656045694 -0.0620199653 1.6484353340 0.4096978569
8.0700000000 0.6158933269 0.2098705950 -0.3368713294 -0.0301378176 1.7404384800 0.4606394402
8.0800000000 0.6231908344 0.2070305542 -0.3422652582 -0.0101900772 1.8673343584 0.5418598569
8.0900000000 0.6285207110 0.2019000420 -0.3934625756 -0.0041741522 1.9962740415 0.6195463753
8.1000000000 0.6269970972 0.1929283469 -0.4311666631 0.0088512342 2.0509558856 0.6218252300
8.1100000000 0.6439031929 0.1957480267 -0.5127972640 0.0023469983 2.0437412639 0.5653776841
8.1200000000 0.6560718313 0.1940266988 -0.6372814076 -0.0173053133 2.0258542730 0.5024399977
8.1300000000 0.6671775458 0.1933856380 -0.6922948078 -0.0133654333 1.9777699355 0.4147551823
8.1400000000 0.6909435890 0.2000651614 -0.7408606111 -0.0157963154 1.9005374185 0.3059449995
8.1500000000 0.7062041289 0.2020087539 -0.8038004390 -0.0264635695 1.7958951326 0.1786452906
8.1600000000 0.7245080703 0.2071557473 -0.8111217327 -0.0209174190 1.7027350203 0.0722144770
8.1700000000 0.7712248637 0.2300952199 -0.8038572374 -0.0172247743 1.6484192107 0.0105740088
8.1800000000 0.8287139397 0.2574598367 -0.8827697067 -0.0484078446 1.5820060765 -0.0568570554
8.1900000000 0.8490200627 0.2627207900 -0.9878660132 -0.0842776216 1.5409024582 -0.0938558398
8.2000000000 0.8315425187 0.2498049185 -0.9987156670 -0.0870460315 1.5813011312 -0.0495365862
8.2100000000 0.8067644100 0.2375228399 -0.9267159820 -0.0675124798 1.6127083569 -0.0159454937
8.2200000000 0.7865387736 0.2301829840 -0.8258019235 -0.0447753697 1.5737289314 -0.0499548291
8.2300000000 0.7852031210 0.2347887004 -0.7193517331 -0.0227432656 1.4771309543 -0.1363535970
8.2400000000 0.7989047904 0.2461694578 -0.6154051857 -0.0017640269 1.4308331060 -0.1684907101
8.2500000000 0.7740917597 0.2326795221 -0.5807023718 -0.0043647703 1.4725518069 -0.1158171756
8.2600000000 0.7321363380 0.2124884872 -0.6147284387 -0.0240578462 1.5420503186 -0.0397573473
8.2700000000 0.6869371334 0.1908940670 -0.6629679468 -0.0428769613 1.6358274869 0.0541459629
8.2800000000 0.6367720071 0.1677030126 -0.7488085292 -0.0726201345 1.7343358990 0.1460483738
8.2900000000 0.6153491486 0.1610011443 -0.8836093579 -0.1164890484 1.8503543131 0.2478665311
8.3000000000 0.6077726051 0.1592216318 -0.9907906029 -0.1468676415 1.9736992610 0.3487434553
8.3100000000 0.6187625910 0.1664244020 -1.0249815115 -0.1539250599 2.0708495711 0.4168261224
8.3200000000 0.6570579371 0.1867504870 -1.0465482801 -0.1622064797 2.1885265236 0.4989475999
8.3300000000 0.6938266794 0.2032169043 -1.0584138279 -0.1680157721 2.3222367662 0.5889734813
8.3400000000 0.6953899282 0.1985658436 -1.0502721140 -0.1682090532 2.3836260434 0.6030867410
8.3500000000 0.6753552926 0.1851300617 -1.0727013674 -0.1796812603 2.4013111364 0.5739703157
8.3600000000 0.6854029197 0.1927483630 -1.1157754969 -0.1949595516 2.4661600142 0.5906065728
8.3700000000 0.7064174096 0.2050583775 -1.1146816267 -0.1913696395 2.5463073637 0.6196465946
8.3800000000 0.7072070938 0.2053225961 -1.0635083495 -0.1713741396 2.6248115676 0.6456910175
8.3900000000 0.7154677205 0.2118225812 -0.9798229951 -0.1410360568 2.7011438340 0.6678440686
8.4000000000 0.7443236222 0.2303239294 -0.9155727698 -0.1190827171 2.7669879098 0.6794202947
8.4100000000 0.7785858923 0.2506705158 -0.8620213233 -0.0963821046 2.8460382129 0.7033091903
8.4200000000 0.8089992381 0.2683323794 -0.7804333628 -0.0615742553 2.8968537421 0.6994460764
8.4300000000 0.8330344418 0.2826630901 -0.7193705550 -0.0332931770 2.9553844674 0.7046152238
8.4400000000 0.8667605923 0.3039928586 -0.6914507548 -0.0135095596 3.0411355438 0.7358632085
8.4500000000 0.8975817184 0.3227638444 -0.6596143207 0.0114718035 3.0923405516 0.7333902176
8.4600000000 0.9221446075 0.3389835278 -0.5932430126 0.0496432966 3.1064581308 0.6971195356
8.4700000000 0.9443505102 0.3539267653 -0.5405752311 0.0804719697 3.0191076815 0.5672729228
8.4800000000 0.9704195134 0.3721689612 -0.5572474231 0.0873803503 2.8721879460 0.3912351637
8.4900000000 0.9761377114 0.3771026848 -0.5851576030 0.0945818111 2.7854841587 0.2847580908
8.5000000000 0.9429320613 0.3613355697 -0.6217497483 0.0973568695 2.7911746806 0.2747624864
8.5100000000 0.9016579959 0.3435694056 -0.7147824338 0.0795021207 2.8744298224 0.3408461007
8.5200000000 0.8709646479 0.3329795533 -0.7782186679 0.0738501723 2.9279505533 0.3760422599
8.5300000000 0.8379116338 0.3189243912 -0.7961160551 0.0783971957 2.9134075491 0.3461796033
8.5400000000 0.8231425165 0.3151838199 -0.8434798874 0.0666424654 2.8670683538 0.2888974330
8.5500000000 0.8418782439 0.3272681613 -0.9230364530 0.0416114181 2.8269597811 0.2419025190
8.5600000000 0.8607025270 0.3351792899 -0.9929017348 0.0193151941 2.8611929087 0.2691456751
8.5700000000 0.8879965234 0.3465345348 -1.0587162318 -0.0052894376 2.9521883866 0.3484756450
8.5800000000 0.9223020671 0.3601146842 -1.1248348728 -0.0321453604 3.0190320218 0.3999390575
8.5900000000 0.9400567395 0.3632299664 -1.1353674483 -0.0414547838 3.0364348686 0.4010455763
8.6000000000 0.9264291079 0.3492277413 -1.0601012936 -0.0254838731 2.9671719564 0.3189044514
8.6100000000 0.8938222875 0.3277603325 -0.9754539734 -0.0137580222 2.8521679299 0.1984158257
8.6200000000 0.8480333500 0.3008889693 -0.9505634741 -0.0238471793 2.7397540854 0.0870740460
8.6300000000 0.7892414650 0.2686809364 -0.9676034233 -0.0445425159 2.6844600448 0.0374194008
8.6400000000 0.7271554137 0.2357879570 -0.9715964588 -0.0555396676 2.7305433473 0.0869619429
8.6500000000 0.6680924809 0.2051684249 -0.9390035494 -0.0528500583 2.7801018735 0.1365852188
8.6600000000 0.6355996802 0.1897752918 -0.8930218976 -0.0460046215 2.8206911904 0.1752519306
8.6700000000 0.6209019019 0.1816841356 -0.8403935556 -0.0364199216 2.8854100013 0.2340073731
8.6800000000 0.5956042845 0.1652120827 -0.7563700768 -0.0141596036 2.9334765684 0.2726732192
8.6900000000 0.5836775889 0.1574197829 -0.6831623969 0.0031650634 2.9156873064 0.2455949401
8.7000000000 0.5693916528 0.1467170281 -0.6741515078 0.0009757310 2.8350521921 0.1600343622
8.7100000000 0.5291624530 0.1222932626 -0.6449849125 0.0127676162 2.7715710606 0.0958115537
8.7200000000 0.4626014566 0.0849486526 -0.6021496032 0.0289132765 2.7264709873 0.0522501847
8.7300000000 0.3678081676 0.0351835140 -0.5786077656 0.0401638672 2.6790873782 0.0095255276
8.7400000000 0.2696385502 -0.0126054884 -0.5062299133 0.0706304441 2.6720834353 0.0080899896
8.7500000000 0.1791588634 -0.0542323941 -0.4033948065 0.1091598512 2.7651246192 0.1023306380
8.7600000000 0.1146013806 -0.0803044355 -0.3256621843 0.1375175342 2.9807804572 0.3071547144
8.7700000000 0.0532073686 -0.1073941633 -0.3007419208 0.1486178772 3.2130377739 0.5142865326
8.7800000000 -0.0067667054 -0.1333739060 -0.2925459484 0.1583552820 3.4192469118 0.6835864926
8.7900000000 -0.0406626637 -0.1446125022 -0.2841583600 0.1686817757 3.5803658448 0.7977345378
8.8000000000 -0.0599335536 -0.1486522045 -0.3045778632 0.1687163762 3.6694948043 0.8350679274
8.8100000000 -0.0712042000 -0.1488082487 -0.3072864957 0.1759794696 3.7819081792 0.8909321348
8.8200000000 -0.0421066675 -0.1244364144 -0.2476773216 0.2024417677 3.8772922264 0.9247796371
8.8300000000 0.0016974390 -0.0945993016 -0.2233393491 0.2092241141 3.9526224397 0.9373169063
8.8400000000 0.0285160166 -0.0738819843 -0.2192993642 0.2107467915 3.9877378293 0.9092180038
8.8500000000 0.0485862317 -0.0547502624 -0.1841398161 0.2209430052 3.9795325679 0.8425069435
8.8600000000 0.0491914342 -0.0439007720 -0.1428550124 0.2310282813 3.9634271102 0.7721088632
8.8700000000 0.0215232051 -0.0459713387 -0.0540778645 0.2555417644 3.8687658766 0.6324137394
8.8800000000 -0.0110467777 -0.0460233828 -0.0029449195 0.2606793811 3.7146016891 0.4465640595
8.8900000000 -0.0140061535 -0.0267925118 -0.0051927583 0.2494320321 3.5945509210 0.3070686719
8.9000000000 -0.0098970914 -0.0056062012 0.0160105970 0.2478836085 3.4898100045 0.1925341801
8.9100000000 -0.0246847746 0.0033295227 0.0507958647 0.2492140082 3.3801312150 0.0838278690
8.9200000000 -0.0267603234 0.0206864299 0.0568349986 0.2377349099 3.3136276888 0.0255954687
8.9300000000 -0.0339678690 0.0323723852 0.0528139445 0.2239201805 3.2375194610 -0.0357416579
8.9400000000 -0.0692497824 0.0275593401 0.0651424173 0.2147194407 3.2080524478 -0.0457301157
8.9500000000 -0.1046953687 0.0234170303 0.0894989537 0.2084062984 3.2416329833 0.0059707429
8.9600000000 -0.1333968950 0.0222696871 0.0753383488 0.1854773104 3.2779586786 0.0587183317
8.9700000000 -0.1590565699 0.0207006152 0.0484109653 0.1613148238 3.3336886378 0.1273294321
8.9800000000 -0.1879211671 0.0148580510 0.0533830279 0.1475431374 3.3976932001 0.1994428241
8.9900000000 -0.2347023034 -0.0036445756 0.0320655239 0.1226102402 3.3939384085 0.2017020821
9.0000000000 -0.3120875334 -0.0406902090 0.0054443028 0.0975199380 3.3228990843 0.1394582527
9.0100000000 -0.3999480743 -0.0828096984 -0.0417998027 0.0644455945 3.2540361335 0.0818936534
9.0200000000 -0.4494271962 -0.1026197839 -0.1379728148 0.0163769322 3.1818979666 0.0234967043
9.0300000000 -0.4599453519 -0.1049179184 -0.1821857274 -0.0090312948 3.1107864558 -0.0310516274
9.0400000000 -0.4341433447 -0.0909886285 -0.1616850062 -0.0151968693 3.0668902259 -0.0570802157
9.0500000000 -0.3810684607 -0.0672438250 -0.1604289934 -0.0313921297 3.0416242064 -0.0644952270
9.0600000000 -0.3216295423 -0.0432996630 -0.1638444766 -0.0470131707 2.9491586114 -0.1362442055
9.0700000000 -0.2577461176 -0.0182325255 -0.1282319835 -0.0468925564 2.7613377563 -0.2940885879
9.0800000000 -0.1991599632 0.0040486949 -0.0779507972 -0.0419445056 2.5519108892 -0.4627170977
9.0900000000 -0.1491052407 0.0230892235 -0.0426835264 -0.0406086361 2.3572800517 -0.6067753081
9.1000000000 -0.0891840358 0.0508758312 -0.0256522896 -0.0423216440 2.1894328917 -0.7158530257
9.1100000000 -0.0436885287 0.0706295227 0.0079071113 -0.0334082011 2.0058761255 -0.8326448958
9.1200000000 -0.0136126788 0.0851880213 0.0395819894 -0.0242371263 1.7519141049 -1.0080314656
9.1300000000 0.0113979466 0.0988863828 0.0718629251 -0.0108857882 1.5010860434 -1.1679715604
9.1400000000 0.0296828238 0.1113657769 0.1024483085 0.0027530170 1.3048905965 -1.2653902159
9.1500000000 0.0383165514 0.1190401972 0.0786402210 -0.0002085386 1.1574590881 -1.3092550081
9.1600000000 0.0188057135 0.1118642637 0.0121414617 -0.0134677700 1.0732527015 -1.2895489066
9.1700000000 0.0014766125 0.1087293794 -0.0602252568 -0.0245427663 1.0167212377 -1.2446228199
9.1800000000 -0.0045725854 0.1118038056 -0.0821420936 -0.0163537510 1.0013071479 -1.1632055391
9.1900000000 -0.0297573788 0.1020143501 -0.0564700739 0.0047933481 1.0541559762 -1.0230695381
9.2000000000 -0.0685401697 0.0849302416 0.0229600948 0.0420418396 1.1149139742 -0.8859305654
9.2100000000 -0.1128860232 0.0643608942 0.1047595541 0.0742944507 1.1561164257 -0.7778332720
9.2200000000 -0.1777054851 0.0313700194 0.1347496482 0.0886213933 1.2040884855 -0.6726327464
9.2300000000 -0.2500987115 -0.0053502660 0.1210734328 0.0898019252 1.2287936563 -0.5993726057
9.2400000000 -0.3072689317 -0.0335750727 0.0900604107 0.0887901912 1.2663162820 -0.5208994196
9.2500000000 -0.3587813204 -0.0611877847 0.0862905049 0.0980367097 1.3377581485 -0.4185524206
9.2600000000 -0.4173307369 -0.0948504832 0.0882684816 0.1065838032 1.4260764110 -0.3089360212
9.2700000000 -0.4661104909 -0.1234321485 0.0668340995 0.1047782820 1.5491147294 -0.1757961534
9.2800000000 -0.4900133332 -0.1390079155 0.0844989231 0.1174303165 1.6606161681 -0.0643908054
9.2900000000 -0.5009827330 -0.1497464238 0.1297800631 0.1342918580 1.7521988393 0.0193751717
9.3000000000 -0.5092600287 -0.1602994976 0.1657597594 0.1456359252 1.8489422274 0.1010280796
9.3100000000 -0.5278161745 -0.1772983318 0.1592922017 0.1391943596 1.9659038966 0.1954821864
9.3200000000 -0.5560475875 -0.1979185179 0.1411520209 0.1319759276 2.0596205030 0.2605343996
9.3300000000 -0.5895754433 -0.2196538682 0.1697473378 0.1397355739 2.1275415740 0.2968906919
9.3400000000 -0.6133192587 -0.2329010586 0.2446167328 0.1610360550 2.2721275497 0.4038283166
9.3500000000 -0.6306477405 -0.2420924517 0.2770759800 0.1608580717 2.3749505617 0.4632036729
9.3600000000 -0.6573193021 -0.2555172755 0.2471353673 0.1420492754 2.3859650191 0.4332425665
9.3700000000 -0.7150390735 -0.2858291488 0.2408176288 0.1337982327 2.4082145122 0.4162373721
9.3800000000 -0.8032433097 -0.3293385130 0.2083838293 0.1143506885 2.4034427727 0.3754031655
9.3900000000 -0.8753257582 -0.3591101656 0.1314136562 0.0803521590 2.3485763576 0.2911583942
9.4000000000 -0.9450424453 -0.3877614925 0.0226323601 0.0362532690 2.2500660153 0.1725153660
9.4100000000 -1.0168187852 -0.4167369825 -0.0781623754 -0.0030550395 2.0830032076 -0.0017830050
9.4200000000 -1.0597474219 -0.4287661205 -0.1400418702 -0.0307811356 1.9114598511 -0.1662297152
9.4300000000 -1.0870392185 -0.4341464710 -0.2161415272 -0.0674573371 1.7982319452 -0.2624149933
9.4400000000 -1.1034228861 -0.4344243780 -0.2910734779 -0.1032489704 1.7210213373 -0.3152683594
9.4500000000 -1.0646925460 -0.4030100519 -0.3661610925 -0.1407519460 1.6080973566 -0.3961469291
9.4600000000 -0.9932037552 -0.3575376284 -0.4017579556 -0.1622872775 1.4213220361 -0.5390675018
9.4700000000 -0.9406976086 -0.3255255289 -0.3990062409 -0.1738924964 1.2359649764 -0.6690720105
9.4800000000 -0.9107895041 -0.3049960963 -0.4350304123 -0.1996202076 1.0264040641 -0.8125737998
9.4900000000 -0.8807922316 -0.2803598393 -0.4532273499 -0.2145845334 0.7979504555 -0.9625810735
9.5000000000 -0.8596397753 -0.2593705497 -0.4153020172 -0.2084897732 0.6400934238 -1.0346848646
9.5100000000 -0.8599839581 -0.2481642765 -0.3646610089 -0.1985346225 0.5163585353 -1.0690926693
9.5200000000 -0.8533784185 -0.2301348188 -0.3200393333 -0.1883032973 0.4085525476 -1.0851061926
9.5300000000 -0.8425851362 -0.2097905956 -0.2502483346 -0.1651568848 0.3822747079 -1.0223165370
9.5400000000 -0.8562393447 -0.2046057052 -0.1893988219 -0.1437054964 0.3704693778 -0.9509870385
9.5500000000 -0.8819463844 -0.2050627373 -0.1657223227 -0.1304401265 0.2501635985 -0.9883331020
9.5600000000 -0.8973483477 -0.1997011177 -0.1041591152 -0.0974603666 0.1572834016 -0.9978921315
9.5700000000 -0.9045331071 -0.1916106729 -0.0159289809 -0.0550175984 0.1547503125 -0.9242420608
9.5800000000 -0.9070216942 -0.1836819225 0.0263639683 -0.0276640425 0.1493399453 -0.8601435400
9.5900000000 -0.9238408656 -0.1872711828 0.0085722968 -0.0171577204 0.1477680195 -0.7988257111
9.6000000000 -0.9341940954 -0.1876653043 -0.0463423711 -0.0141412833 0.1385515894 -0.7515409138
9.6100000000 -0.9337863772 -0.1850595720 -0.1325269769 -0.0193486809 0.1607276379 -0.6797285258
9.6200000000 -0.9475083328 -0.1934098816 -0.2054810307 -0.0171305629 0.2484129354 -0.5532759500
9.6300000000 -0.9546345830 -0.1988035569 -0.2612687962 -0.0122636801 0.3945620541 -0.3817514900
9.6400000000 -0.9353114606 -0.1908914046 -0.3504686375 -0.0221523623 0.5421620140 -0.2228231467
9.6500000000 -0.9205977002 -0.1899731459 -0.4405566174 -0.0330523617 0.6320937904 -0.1311302836
9.6600000000 -0.9187101215 -0.1974390164 -0.5314827591 -0.0476590784 0.6919474297 -0.0763496976
9.6700000000 -0.9062784489 -0.1990272276 -0.6694467060 -0.0819239994 0.7136428736 -0.0639411536
9.6800000000 -0.9017427928 -0.2067968312 -0.8351992405 -0.1259221358 0.6573260065 -0.1284593873
9.6900000000 -0.8890493137 -0.2089715574 -0.9522078348 -0.1535626204 0.5651636338 -0.2238904300
9.7000000000 -0.8588021798 -0.2023522484 -1.0388694512 -0.1773622071 0.5167588423 -0.2723020488
9.7100000000 -0.8403424511 -0.2040665729 -1.0832122003 -0.1896717276 0.4960761676 -0.2914668846
9.7200000000 -0.8365444137 -0.2136322589 -1.0428164318 -0.1780218068 0.4549605435 -0.3279650630
9.7300000000 -0.8403844423 -0.2260425212 -0.9767588075 -0.1640580970 0.3964943165 -0.3773083765
9.7400000000 -0.8555602640 -0.2438032621 -0.9448744614 -0.1646372274 0.3190208799 -0.4402769600
9.7500000000 -0.8548051321 -0.2499511035 -0.9561335498 -0.1774454520 0.2594987795 -0.4802279298
9.7600000000 -0.8357280809 -0.2466765867 -0.9638177979 -0.1840547686 0.2110745172 -0.5058759987
9.7700000000 -0.8165023500 -0.2441391437 -0.9457169714 -0.1796747754 0.0913429848 -0.5959770367
9.7800000000 -0.7849259843 -0.2344423576 -0.8858899291 -0.1595201794 -0.0695353979 -0.7173210670
9.7900000000 -0.7375786310 -0.2159333403 -0.7882130650 -0.1273429158 -0.2024413617 -0.8028787904
9.8000000000 -0.6992813164 -0.2037774174 -0.6588697392 -0.0838344489 -0.3065697987 -0.8541799124
9.8100000000 -0.6621309454 -0.1901463627 -0.5423951342 -0.0458509300 -0.3614415622 -0.8536104729
9.8200000000 -0.6264201811 -0.1767827494 -0.4916236656 -0.0273262574 -0.3878373946 -0.8250695237
9.8300000000 -0.6271972505 -0.1832016823 -0.4589116198 -0.0082311476 -0.4027661910 -0.7861206570
9.8400000000 -0.6440343289 -0.1945438928 -0.4590405506 0.0019697201 -0.3340479685 -0.6694691989
9.8500000000 -0.6425976627 -0.1923562158 -0.5389973040 -0.0120807751 -0.2235644119 -0.5212528321
9.8600000000 -0.6328452287 -0.1859998364 -0.6448335507 -0.0294529038 -0.1169844070 -0.3863481062
9.8700000000 -0.6248988657 -0.1812019913 -0.7018262601 -0.0280410599 -0.0595384662 -0.3085432111
9.8800000000 -0.6289265182 -0.1840875728 -0.7085217726 -0.0134609614 -0.1034227075 -0.3334166556
9.8900000000 -0.6492197522 -0.1955080168 -0.7058305912 -0.0011166672 -0.1801053792 -0.3896319327
9.9000000000 -0.6446689084 -0.1907434072 -0.6563134594 0.0255542017 -0.2285891003 -0.4174269975
9.9100000000 -0.6160096712 -0.1744860849 -0.5419362526 0.0696546878 -0.2555817895 -0.4247051799
9.9200000000 -0.5844293149 -0.1588389367 -0.4413317505 0.1032652268 -0.2739870283 -0.4243219846
9.9300000000 -0.5585650956 -0.1481794134 -0.3799296672 0.1231524479 -0.2464051977 -0.3808330746
9.9400000000 -0.5339857161 -0.1378264079 -0.3736847716 0.1248679705 -0.2273329200 -0.3494027868
9.9500000000 -0.5216146952 -0.1351629708 -0.3643776551 0.1327266348 -0.2461052343 -0.3558519223
9.9600000000 -0.5324924116 -0.1445502207 -0.3495442747 0.1402195960 -0.2794993353 -0.3765355758
9.9700000000 -0.5408026053 -0.1503524997 -0.4007612759 0.1238269522 -0.3298187076 -0.4121510502
9.9800000000 -0.5200938157 -0.1387347023 -0.4530908087 0.1097800051 -0.3895293948 -0.4547479520
9.9900000000 -0.4888840982 -0.1241738275 -0.5158892731 0.0892381852 -0.3654027764 -0.4142054518
10.0000000000 -0.4914474591 -0.1312417894 -0.4982895774 0.0985577087 -0.2842921001 -0.3229811330
